type,duration,gross,country,budget,year
Residential,87,33643461.0,USA,50000000.0,2010
Residential,129,32741596.0,USA,50000000.0,2010
Residential,115,31874869.0,USA,50000000.0,2002
Industrial,132,30306268.0,France,50000000.0,1995
Residential,131,27667947.0,UK,50000000.0,2007
Residential,95,27067160.0,USA,50000000.0,1999
Residential,125,26616999.0,USA,40000000.0,2013
Residential,98,26536120.0,Germany,50000000.0,2003
Residential,110,26199517.0,USA,50000000.0,2002
Residential,118,25450527.0,USA,50000000.0,2009
Residential,101,25407250.0,USA,50000000.0,1996
Residential,90,23159305.0,USA,70000000.0,1999
Residential,119,24006726.0,USA,50000000.0,2004
Residential,139,20389967.0,USA,50000000.0,2016
Residential,130,19593740.0,USA,50000000.0,2003
Residential,100,19118247.0,USA,40000000.0,2005
Residential,114,26442251.0,USA,50000000.0,2015
Residential,96,17114882.0,USA,25000000.0,2007
Residential,110,18472363.0,USA,50000000.0,2005
Residential,158,14131298.0,France,390000000.0,1999
Residential,102,21557240.0,USA,49900000.0,2011
Residential,84,21283440.0,USA,55000000.0,2011
Residential,115,10556196.0,USA,50000000.0,1997
Residential,99,16671505.0,USA,50000000.0,1994
Residential,135,10400000.0,USA,50000000.0,1995
Residential,108,9528092.0,USA,22000000.0,2010
Residential,127,10137232.0,France,50000000.0,2005
Residential,107,9795017.0,USA,50000000.0,1995
Residential,95,20488579.0,USA,50000000.0,2009
Residential,124,19445217.0,USA,60000000.0,2013
Residential,109,8355815.0,UK,55000000.0,2002
Residential,102,28837115.0,USA,50000000.0,2016
Residential,88,6471394.0,USA,50000000.0,2004
Residential,87,6291602.0,USA,50000000.0,2000
Residential,104,10706786.0,USA,50000000.0,2011
Residential,96,8742261.0,Canada,18000000.0,2009
Residential,85,43905746.0,USA,49000000.0,2001
Residential,104,21413502.0,USA,40000000.0,1990
Residential,190,124107476.0,USA,48000000.0,2000
Residential,127,197171806.0,USA,48000000.0,1989
Residential,120,31569268.0,USA,49000000.0,2015
Residential,118,66488090.0,USA,48000000.0,1999
Residential,112,95308367.0,USA,48000000.0,2002
Residential,114,60652036.0,USA,48000000.0,1999
Residential,137,1206135.0,Czech Republic,50000000.0,2015
Residential,112,56607223.0,Canada,48000000.0,2001
Residential,120,50173190.0,USA,48000000.0,2001
Residential,123,47095453.0,USA,48000000.0,2001
Residential,93,37879996.0,USA,48000000.0,2000
Residential,123,25900000.0,USA,58000000.0,1984
Residential,122,53574088.0,USA,55000000.0,2007
Residential,115,89253340.0,France,48000000.0,2014
Residential,123,37339525.0,USA,48000000.0,1998
Residential,96,60154431.0,USA,47000000.0,1996
Residential,105,103738726.0,USA,100000000.0,1990
Residential,113,69304264.0,USA,48000000.0,1999
Residential,132,29781453.0,USA,48000000.0,2001
Residential,75,15519841.0,USA,47000000.0,2006
Residential,108,5600000.0,USA,47000000.0,1996
Residential,105,126805112.0,USA,46000000.0,1997
Residential,102,93607673.0,USA,48000000.0,2001
Residential,118,67263182.0,USA,46000000.0,2002
Residential,111,92001027.0,USA,45000000.0,1996
Residential,81,10539414.0,USA,47000000.0,2010
Residential,116,58918501.0,USA,46000000.0,1996
Residential,86,181395380.0,USA,45000000.0,1997
Residential,127,14946229.0,UK,25000000.0,2016
Residential,91,130512915.0,USA,45000000.0,1994
Residential,98,139852971.0,France,45000000.0,2012
Residential,84,110000082.0,USA,48000000.0,2003
Residential,109,106807667.0,USA,45000000.0,2000
Residential,93,101702060.0,USA,45000000.0,2008
Residential,113,95149435.0,USA,40000000.0,2004
Residential,141,100768056.0,USA,45000000.0,1993
Residential,119,92115211.0,USA,45000000.0,1994
Residential,97,93452056.0,USA,45000000.0,2007
Residential,117,83287363.0,USA,45000000.0,1992
Residential,101,82931301.0,Germany,60000000.0,2005
Residential,153,60962878.0,USA,46000000.0,2013
Residential,122,76261036.0,USA,45000000.0,2001
Residential,102,71423726.0,USA,45000000.0,1999
Residential,83,71277420.0,USA,45000000.0,2001
Residential,103,88625922.0,USA,45000000.0,2011
Residential,110,70001065.0,USA,45000000.0,1998
Residential,136,67253092.0,USA,30000000.0,2005
Residential,91,66790248.0,USA,45000000.0,2002
Residential,89,65557989.0,USA,45000000.0,1997
Residential,107,60786269.0,USA,45000000.0,2000
Residential,129,59365105.0,UK,45000000.0,2003
Residential,95,162792677.0,USA,120000000.0,1998
Residential,122,31598308.0,USA,35000000.0,2001
Residential,110,57362581.0,Peru,45000000.0,1994
Residential,135,53854588.0,USA,45000000.0,1996
Residential,95,52580895.0,USA,45000000.0,2005
Residential,109,51019112.0,USA,50000000.0,2005
Residential,93,48114556.0,USA,26000000.0,2004
Residential,94,50648679.0,France,45000000.0,2007
Residential,117,46280507.0,USA,40000000.0,2014
Residential,112,38360195.0,USA,45000000.0,2006
Residential,111,46815748.0,USA,45000000.0,1994
Residential,96,35617599.0,USA,45000000.0,1995
Industrial,141,47307550.0,USA,45000000.0,2012
Residential,94,32003620.0,USA,25000000.0,2004
Residential,87,27972410.0,UK,35000000.0,2003
Residential,88,28133159.0,USA,50000000.0,2006
Residential,177,27400000.0,USA,40000000.0,1984
Residential,133,24343673.0,USA,45000000.0,2007
Residential,119,22877808.0,USA,35000000.0,2008
Residential,102,36883539.0,Germany,52000000.0,2006
Residential,101,22531698.0,France,70000000.0,2008
Residential,91,20400913.0,USA,45000000.0,1996
Residential,117,20101861.0,USA,45000000.0,1996
Residential,86,25200412.0,USA,45000000.0,2009
Residential,124,19719930.0,USA,45000000.0,2001
Residential,134,19377727.0,USA,45000000.0,2005
Residential,95,13401683.0,UK,35000000.0,2012
Residential,100,17300889.0,Australia,45000000.0,1996
Residential,220,15527125.0,USA,57000000.0,2000
Industrial,212,13560960.0,USA,50000000.0,1995
Residential,128,15523168.0,France,45000000.0,2010
Residential,106,11146409.0,USA,45000000.0,1998
Residential,160,7916887.0,USA,45000000.0,2008
Residential,114,6565495.0,China,45000000.0,2006
Residential,99,15279680.0,USA,40000000.0,2008
Residential,74,7262288.0,USA,40000000.0,2002
Residential,139,4584886.0,USA,45000000.0,2007
Residential,103,2154540.0,USA,45000000.0,1997
Residential,101,8129455.0,USA,45000000.0,2011
Residential,130,136019448.0,USA,44500000.0,2012
Residential,130,183875760.0,USA,44000000.0,1993
Residential,110,67061228.0,USA,40000000.0,2010
Industrial,147,53300852.0,USA,44000000.0,1996
Residential,96,150415432.0,USA,44000000.0,1985
Residential,118,44834712.0,USA,44000000.0,1996
Residential,88,84300000.0,USA,2600000.0,1940
Residential,325,1500000.0,USA,44000000.0,1980
Residential,102,62318875.0,USA,50000000.0,2006
Residential,110,5773519.0,USA,40000000.0,2015
Residential,136,51768623.0,USA,43000000.0,2000
Residential,103,37035515.0,USA,43000000.0,2000
Residential,103,24520892.0,France,45000000.0,2005
Residential,90,24430272.0,USA,43000000.0,2002
Residential,154,158348400.0,USA,42000000.0,1993
Residential,99,31136950.0,USA,44000000.0,2010
Residential,93,29113588.0,USA,40000000.0,2011
Residential,109,138447667.0,USA,42000000.0,2012
Residential,124,116006080.0,UK,42000000.0,1999
Residential,84,106793915.0,UK,45000000.0,2000
Residential,90,87856565.0,USA,42000000.0,2004
Residential,117,70100000.0,USA,40000000.0,1992
Residential,123,159578352.0,USA,43000000.0,2013
Residential,251,57750000.0,UK,31115000.0,1963
Residential,105,45290318.0,USA,42000000.0,2012
Residential,115,41543207.0,USA,42000000.0,2002
Residential,122,41252428.0,USA,42000000.0,1996
Residential,119,35228696.0,USA,32000000.0,2002
Residential,81,59992760.0,USA,42000000.0,2009
Residential,133,34667015.0,UK,32000000.0,1989
Residential,100,37652565.0,USA,42000000.0,2011
Residential,120,24375436.0,USA,42000000.0,2001
Residential,104,20915465.0,UK,42000000.0,1993
Residential,122,24127895.0,USA,50000000.0,2005
Industrial,80,84961.0,China,31000000.0,2002
Residential,91,26404753.0,USA,40000000.0,2012
Residential,112,6105175.0,USA,44000000.0,2014
Residential,100,5664251.0,New Zealand,45000000.0,2010
Residential,105,1260917.0,France,27000000.0,2009
Residential,110,116724075.0,USA,41000000.0,2002
Residential,144,56083966.0,USA,65000000.0,2001
Residential,108,22108977.0,Hong Kong,41000000.0,2003
Residential,107,293501675.0,USA,40000000.0,1999
Residential,102,18600911.0,USA,42000000.0,2012
Residential,100,7204138.0,USA,41000000.0,2011
Residential,126,90800000.0,USA,8000000.0,1984
Residential,138,150117807.0,USA,40000000.0,2013
Residential,108,163947053.0,USA,40000000.0,2009
Residential,105,116735231.0,USA,70000000.0,1999
Residential,108,118500000.0,USA,40000000.0,1989
Residential,89,126546825.0,France,40000000.0,2014
Residential,129,166147885.0,USA,40000000.0,2015
Residential,84,111760631.0,USA,38000000.0,2003
Residential,149,108706165.0,USA,40000000.0,1996
Residential,94,138614544.0,USA,40000000.0,2003
Residential,121,125069696.0,USA,40000000.0,2013
Industrial,128,107458785.0,USA,40000000.0,1992
Residential,134,102310175.0,USA,40000000.0,2016
Residential,120,96917897.0,USA,40000000.0,2010
Residential,129,93952276.0,USA,40000000.0,2009
Residential,89,90703745.0,USA,45000000.0,2006
Residential,116,89138076.0,USA,40000000.0,2000
Residential,118,87666629.0,USA,40000000.0,1990
Residential,107,90353764.0,USA,40000000.0,2015
Residential,155,82522790.0,USA,40000000.0,1992
Residential,123,94125426.0,USA,40000000.0,2009
Residential,128,95001343.0,USA,40000000.0,2013
Residential,139,81292135.0,USA,40000000.0,1999
Residential,109,86208010.0,USA,35000000.0,2014
Residential,120,81593527.0,USA,40000000.0,2006
Residential,121,75274748.0,USA,35000000.0,2015
Residential,102,90835030.0,USA,40000000.0,2016
Residential,117,72455275.0,USA,40000000.0,1992
Residential,178,75305995.0,USA,40000000.0,2004
Industrial,147,74098862.0,USA,40000000.0,2005
Residential,90,72266306.0,USA,40000000.0,2008
Residential,105,71347010.0,USA,40000000.0,2009
Residential,114,70836296.0,USA,40000000.0,2001
Industrial,206,70405498.0,France,40000000.0,1991
Residential,99,70163652.0,USA,40000000.0,2006
Residential,123,66808615.0,USA,34000000.0,2001
Residential,137,115603980.0,USA,65000000.0,2014
Residential,102,64149837.0,USA,20000000.0,2009
Residential,109,83906114.0,USA,40000000.0,2014
Residential,82,66466372.0,USA,40000000.0,2009
Residential,142,72306065.0,USA,40000000.0,2015
Residential,106,59068786.0,USA,40000000.0,2001
Residential,106,57887882.0,USA,50000000.0,2004
Residential,108,53955614.0,USA,40000000.0,1998
Residential,98,54967359.0,USA,40000000.0,1997
Residential,131,54228104.0,UK,35000000.0,2002
Residential,118,57981889.0,USA,40000000.0,2011
Residential,113,61094903.0,UK,30000000.0,2011
Residential,130,53082743.0,USA,40000000.0,2006
Residential,116,54414716.0,USA,42000000.0,2014
Residential,89,57011847.0,USA,40000000.0,2013
Residential,139,50859889.0,USA,40000000.0,2006
Residential,130,51185897.0,UK,30000000.0,1987
Residential,107,52000688.0,USA,40000000.0,2010
Residential,116,49851591.0,USA,40000000.0,1986
Residential,96,47781388.0,USA,40000000.0,2004
Residential,99,52320979.0,USA,40000000.0,2006
Industrial,104,47806295.0,USA,43000000.0,2005
Residential,105,51853450.0,USA,25000000.0,2012
Residential,101,46012734.0,USA,40000000.0,2008
Residential,134,47034272.0,USA,40000000.0,2014
Residential,135,45856732.0,USA,40000000.0,1997
Residential,98,59588068.0,USA,40000000.0,2003
Residential,155,44175394.0,USA,36000000.0,1997
Residential,106,45500797.0,USA,40000000.0,1992
Residential,102,41797066.0,USA,40000000.0,2007
Residential,95,38087756.0,USA,40000000.0,1994
Residential,103,37752931.0,USA,40000000.0,2000
Residential,109,37371385.0,USA,40000000.0,2011
Residential,95,37101011.0,USA,40000000.0,2012
Residential,111,38176892.0,USA,40000000.0,2011
Residential,123,36283504.0,Germany,40000000.0,1999
Residential,140,35183792.0,USA,38000000.0,1991
Residential,94,38543473.0,USA,40000000.0,2014
Residential,94,36037909.0,Germany,60000000.0,2000
Residential,92,42575718.0,USA,40000000.0,2011
Residential,102,33864342.0,UK,40000000.0,1999
Residential,123,33508922.0,USA,40000000.0,2000
Residential,104,42071069.0,USA,30000000.0,2005
Residential,102,32853640.0,USA,40000000.0,2008
Residential,136,42615685.0,USA,40000000.0,2014
Residential,93,32055248.0,USA,25000000.0,1994
Residential,129,31836745.0,USA,40000000.0,2011
Residential,107,30993544.0,USA,40000000.0,2010
Residential,117,30981850.0,USA,40000000.0,2005
Residential,116,30199105.0,USA,40000000.0,2000
Residential,135,29077547.0,USA,40000000.0,2005
Residential,107,29374178.0,USA,40000000.0,2000
Residential,90,28535768.0,USA,40000000.0,1999
Residential,99,27663982.0,USA,40000000.0,1996
Residential,104,27053815.0,Germany,40000000.0,2001
Residential,115,26814957.0,UK,35000000.0,2008
Residential,119,25178165.0,USA,40000000.0,2001
Residential,99,25117498.0,USA,40000000.0,2007
Residential,112,32645.0,USA,500000.0,1973
Residential,128,24332324.0,USA,40000000.0,1994
Residential,112,36665854.0,France,40000000.0,2011
Residential,86,22717758.0,USA,40000000.0,1998
Residential,108,22433915.0,USA,60000000.0,2002
Industrial,128,22326247.0,USA,60000000.0,1999
Residential,84,21176322.0,USA,40000000.0,2004
Residential,111,20300000.0,USA,40000000.0,1996
Residential,131,20302961.0,France,45000000.0,1995
Residential,123,15962471.0,USA,40000000.0,2006
Residential,101,14942422.0,USA,40000000.0,1995
Residential,102,14967182.0,USA,40000000.0,2000
Residential,114,18996755.0,Spain,45000000.0,2012
Residential,107,14375181.0,USA,51000000.0,1987
Residential,87,20999103.0,USA,40000000.0,2009
Residential,103,14448589.0,USA,40000000.0,2002
Residential,99,14358033.0,USA,40000000.0,1992
Industrial,122,33201661.0,France,77000000.0,2001
Residential,91,14018364.0,USA,30000000.0,2004
Residential,103,13395939.0,UK,60000000.0,2004
Residential,107,20113965.0,USA,40000000.0,2012
Residential,106,13376506.0,USA,40000000.0,1999
Residential,101,13208023.0,UK,42000000.0,2002
Residential,109,13838130.0,USA,40000000.0,2009
Residential,110,5773519.0,USA,40000000.0,2015
Residential,89,9652000.0,USA,40000000.0,2003
Residential,119,7000000.0,UK,36000000.0,1980
Residential,83,10431220.0,USA,24000000.0,1999
Residential,108,10326062.0,Germany,33000000.0,2009
Residential,102,6114237.0,USA,40000000.0,2001
Residential,93,4835968.0,UK,40000000.0,2002
Residential,84,4777007.0,France,40000000.0,2001
Residential,107,3675072.0,UK,26000000.0,2007
Residential,91,18438149.0,USA,40000000.0,2012
Residential,94,511920.0,USA,40000000.0,2008
Residential,115,10640645.0,USA,40000000.0,2015
Residential,93,652526.0,Germany,40000000.0,2006
Residential,105,80050171.0,USA,20000000.0,2007
Residential,107,7564000.0,USA,20000000.0,1995
Residential,101,876671.0,USA,25000000.0,2007
Industrial,111,2869369.0,UK,30000000.0,1994
Residential,113,128978.0,Hong Kong,40000000.0,2007
Residential,112,77231.0,France,25000000.0,2005
Residential,126,4563029.0,South Korea,39200000.0,2013
Residential,98,50693162.0,USA,23000000.0,1994
Residential,159,6498000.0,India,18026148.0,2015
Residential,107,63411478.0,USA,39000000.0,2009
Residential,106,144512310.0,USA,38000000.0,2001
Industrial,87,35287788.0,USA,39000000.0,2012
Residential,119,25335935.0,USA,40000000.0,2005
Residential,110,5881504.0,USA,39000000.0,2004
Residential,125,60000000.0,UK,39000000.0,1983
Residential,113,29802761.0,USA,40000000.0,2013
Residential,150,626809.0,China,553632000.0,2008
Residential,108,127214072.0,USA,38000000.0,2002
Residential,96,88915214.0,USA,38000000.0,2009
Residential,93,30400000.0,USA,39000000.0,1996
Residential,100,85570368.0,USA,38000000.0,2002
Residential,118,75668868.0,USA,35000000.0,1994
Residential,122,6594136.0,Hong Kong,38600000.0,2013
Residential,120,58700247.0,USA,38000000.0,2011
Industrial,146,50668906.0,USA,38000000.0,1999
Residential,115,39177215.0,USA,38000000.0,2002
Residential,123,40334024.0,USA,35000000.0,2001
Residential,94,71038190.0,USA,30000000.0,2015
Residential,102,24044532.0,USA,38000000.0,2001
Residential,98,22770864.0,USA,38000000.0,2001
Residential,133,18653746.0,Spain,38000000.0,1999
Residential,118,17305211.0,USA,38000000.0,1996
Residential,105,16991902.0,USA,57000000.0,2001
Residential,109,47536959.0,USA,10000000.0,2009
Residential,129,10300000.0,USA,38000000.0,1996
Residential,109,13782838.0,USA,15000000.0,1982
Residential,127,41997790.0,USA,38000000.0,2013
Residential,118,6482195.0,USA,37000000.0,1997
Residential,110,623374.0,USA,38000000.0,2001
Residential,90,7871693.0,USA,55000000.0,2008
Residential,144,16377274.0,USA,32000000.0,2012
Industrial,130,9589875.0,USA,40000000.0,2008
Residential,112,34912982.0,USA,38000000.0,2016
Residential,133,109712885.0,USA,35000000.0,2015
Residential,150,92173235.0,USA,37000000.0,2010
Residential,110,41102171.0,USA,40000000.0,2012
Residential,96,60338891.0,USA,37000000.0,2008
Residential,96,48006503.0,USA,37000000.0,2008
Residential,123,26903709.0,UK,38000000.0,2013
Residential,188,22450975.0,USA,37000000.0,1999
Residential,107,44867349.0,USA,37000000.0,2010
Residential,110,46813366.0,USA,38000000.0,2016
Residential,113,72279690.0,USA,37000000.0,2011
Residential,122,191449475.0,USA,37000000.0,2008
Residential,116,71026631.0,USA,36000000.0,2002
Residential,93,68208190.0,USA,65000000.0,1999
Residential,118,150368971.0,USA,37000000.0,2013
Residential,93,50129186.0,USA,36000000.0,1997
Residential,121,55500000.0,UK,36000000.0,1983
Residential,101,50213619.0,USA,36000000.0,2010
Residential,107,42019483.0,USA,36000000.0,2014
Residential,124,23360779.0,USA,34000000.0,2000
Residential,109,26183197.0,USA,36000000.0,2003
Residential,105,20991497.0,USA,37000000.0,2015
Residential,130,13052741.0,USA,36000000.0,1996
Residential,127,14378353.0,USA,36000000.0,1999
Residential,114,33037754.0,USA,37000000.0,2011
Residential,106,12339633.0,USA,36000000.0,1997
Residential,95,2954405.0,USA,36000000.0,2000
Residential,81,30105968.0,USA,37000000.0,2008
Residential,95,37788228.0,USA,35200000.0,2003
Residential,108,277313371.0,USA,35000000.0,2009
Residential,105,2126511.0,Hong Kong,36000000.0,2015
Residential,95,205399422.0,USA,33000000.0,1999
Residential,126,251188924.0,USA,35000000.0,1989
Residential,102,1068392.0,Spain,36000000.0,2011
Residential,121,144731527.0,USA,35000000.0,1992
Residential,129,255950375.0,USA,29000000.0,2009
Residential,88,112692062.0,USA,35000000.0,2001
Residential,106,117528646.0,USA,35000000.0,2011
Residential,110,171031347.0,USA,38000000.0,2010
Residential,109,124732962.0,USA,35000000.0,2006
Residential,143,82300000.0,USA,35000000.0,1979
Residential,120,134455175.0,USA,35000000.0,2013
Residential,128,79100000.0,USA,35000000.0,1991
Residential,123,81159365.0,USA,35000000.0,2008
Residential,129,110008260.0,Japan,35000000.0,2015
Residential,105,67962333.0,USA,35000000.0,2005
Residential,162,78651430.0,USA,27000000.0,1996
Residential,138,64604977.0,USA,35000000.0,1997
Residential,100,63939454.0,USA,35000000.0,2005
Residential,90,63826569.0,USA,35000000.0,1997
Residential,108,60054449.0,USA,35000000.0,1995
Residential,101,26505000.0,USA,1800000.0,1984
Residential,109,61280963.0,USA,33000000.0,2000
Residential,132,56876365.0,USA,35000000.0,1998
Residential,123,59699513.0,USA,35000000.0,2010
Residential,87,54132596.0,Hong Kong,34000000.0,2007
Residential,109,52277485.0,USA,35000000.0,2003
Residential,109,55802754.0,USA,35000000.0,2011
Residential,92,55291815.0,USA,35000000.0,2016
Residential,125,83299761.0,USA,35000000.0,2013
Residential,202,48169908.0,USA,33000000.0,1992
Residential,134,67523385.0,USA,35000000.0,2012
Residential,88,49474048.0,USA,35000000.0,2009
Residential,92,45802315.0,USA,35000000.0,2009
Residential,91,43792641.0,USA,35000000.0,2007
Residential,75,57651794.0,USA,33000000.0,2006
Residential,98,43894863.0,USA,30000000.0,2005
Residential,147,41954997.0,USA,35000000.0,1997
Residential,100,39532308.0,UK,33000000.0,2002
Residential,120,76600000.0,USA,10700000.0,1982
Residential,104,39692139.0,USA,35000000.0,2004
Residential,103,40687294.0,Canada,35000000.0,2008
Residential,109,37553932.0,USA,40000000.0,2011
Residential,104,37481242.0,USA,35000000.0,2010
Residential,112,39026186.0,USA,35000000.0,2011
Residential,95,33422806.0,USA,50000000.0,2001
Residential,102,33423521.0,Japan,35000000.0,1994
Industrial,150,32519322.0,France,35000000.0,2002
Residential,122,31598308.0,USA,35000000.0,2001
Residential,101,37617947.0,USA,30000000.0,2006
Residential,108,32048809.0,Australia,30000000.0,2005
Residential,98,33987757.0,USA,27000000.0,2004
Residential,137,37304950.0,USA,35000000.0,2011
Residential,112,30691439.0,USA,35000000.0,2008
Residential,101,30307804.0,USA,35000000.0,2002
Residential,103,30669413.0,USA,35000000.0,1990
Residential,101,28687835.0,USA,35000000.0,2008
Residential,112,26494611.0,USA,35000000.0,1999
Residential,102,25266129.0,USA,35000000.0,2004
Residential,101,25863915.0,USA,35000000.0,2012
Residential,155,25078937.0,USA,30000000.0,1997
Residential,109,28995450.0,UK,35000000.0,2010
Residential,140,24276500.0,USA,35000000.0,1992
Residential,108,20981633.0,USA,30000000.0,2008
Residential,96,22913677.0,USA,35000000.0,2004
Residential,123,34531832.0,UK,35000000.0,2015
Residential,106,28064226.0,USA,35000000.0,2011
Residential,76,19447478.0,UK,35000000.0,2005
Residential,107,19389454.0,USA,55000000.0,2000
Residential,82,25871834.0,USA,35000000.0,2008
Residential,109,19692608.0,USA,35000000.0,2013
Residential,99,19294901.0,USA,35000000.0,2005
Residential,91,20275446.0,USA,35000000.0,2012
Residential,87,34507079.0,USA,35000000.0,2015
Residential,125,18306166.0,UK,35000000.0,2002
Residential,118,17609982.0,USA,35000000.0,2013
Residential,98,16831505.0,UK,31000000.0,2004
Residential,92,17596256.0,USA,35000000.0,2010
Residential,92,14998070.0,USA,35000000.0,2007
Residential,115,14587732.0,USA,35000000.0,1991
Residential,120,18317151.0,USA,35000000.0,2007
Residential,111,11405825.0,USA,35000000.0,2001
Residential,94,13264986.0,USA,35000000.0,2001
Residential,100,10991381.0,UK,35000000.0,2009
Residential,101,10268846.0,USA,35000000.0,2009
Residential,139,13303319.0,USA,32000000.0,2011
Residential,91,10076136.0,Aruba,35000000.0,1998
Residential,109,10499968.0,USA,35000000.0,2014
Residential,102,7659747.0,USA,38000000.0,2003
Residential,103,7948159.0,USA,35000000.0,2008
Residential,83,11631245.0,USA,35000000.0,2006
Residential,123,10137502.0,USA,35000000.0,2015
Residential,101,6448817.0,USA,35000000.0,1997
Residential,117,7458269.0,USA,35000000.0,2006
Residential,114,4651977.0,USA,35000000.0,1992
Residential,330,4496583.0,USA,35000000.0,1993
Residential,121,2221994.0,Denmark,35000000.0,1997
Residential,114,6592103.0,France,35000000.0,2002
Residential,148,630779.0,USA,35000000.0,1999
Residential,113,102413606.0,USA,34000000.0,2014
Residential,91,10214013.0,USA,35000000.0,2015
Residential,139,32000000.0,USA,30000000.0,1993
Residential,96,10139254.0,USA,35000000.0,2006
Residential,102,11227940.0,USA,34000000.0,1999
Residential,96,183125.0,USA,35000000.0,2012
Residential,101,15081783.0,Japan,34000000.0,2008
Residential,128,37432299.0,USA,34000000.0,2015
Residential,109,10654581.0,USA,34000000.0,1999
Residential,114,6543194.0,USA,34000000.0,2000
Residential,105,13101142.0,USA,35000000.0,2012
Residential,141,8324748.0,UK,35000000.0,2013
Residential,138,141340178.0,USA,40000000.0,1992
Residential,101,51758599.0,USA,33000000.0,2001
Residential,99,117559438.0,USA,30000000.0,2000
Residential,85,4091.0,Belgium,34000000.0,2013
Residential,89,21426805.0,USA,30000000.0,2011
Residential,99,35057332.0,USA,33000000.0,2012
Residential,105,34014398.0,Germany,33000000.0,2006
Residential,97,28927720.0,USA,33000000.0,2000
Residential,140,33682273.0,USA,33000000.0,2004
Residential,118,4280577.0,USA,10000000.0,2005
Residential,94,17120019.0,USA,30000000.0,2012
Residential,124,8406264.0,USA,38000000.0,1999
Residential,134,309125409.0,USA,32500000.0,1983
Residential,113,10955425.0,UK,30000000.0,2008
Residential,124,34180954.0,USA,32000000.0,2008
Residential,97,173381405.0,USA,33000000.0,2003
Residential,123,104632573.0,USA,32000000.0,1996
Residential,99,81150692.0,Canada,35000000.0,2002
Residential,101,60328558.0,USA,32000000.0,1988
Residential,92,80197993.0,Germany,32000000.0,2006
Residential,131,169076745.0,USA,32500000.0,2011
Residential,107,101470202.0,USA,32000000.0,2013
Residential,103,50041732.0,USA,29000000.0,1999
Residential,129,48814909.0,USA,32000000.0,2000
Residential,107,57744720.0,USA,20000000.0,2010
Residential,89,21784432.0,USA,35000000.0,2013
Residential,113,37911876.0,USA,32000000.0,2011
Residential,93,54696902.0,USA,32000000.0,2011
Residential,120,36733909.0,USA,32000000.0,1993
Residential,98,35063732.0,USA,32000000.0,2007
Residential,105,99462.0,France,33000000.0,2013
Residential,98,32701088.0,USA,32000000.0,2005
Residential,96,31493782.0,USA,32000000.0,2005
Residential,87,43095600.0,France,32000000.0,2005
Industrial,107,18636537.0,Japan,32000000.0,1995
Residential,90,17848322.0,Ireland,28000000.0,2004
Residential,121,16640210.0,USA,55000000.0,1999
Residential,119,13763130.0,USA,32000000.0,2010
Residential,107,10956379.0,South Korea,35000000.0,2007
Residential,110,4357000.0,USA,30000000.0,1996
Residential,100,22525921.0,USA,30000000.0,2013
Residential,75,3562749.0,USA,32000000.0,1997
Residential,132,2899970.0,USA,32000000.0,1999
Industrial,105,1304837.0,USA,32000000.0,2006
Residential,289,78800000.0,USA,31500000.0,1979
Residential,102,17797316.0,USA,32000000.0,2010
Residential,143,82528097.0,USA,6500000.0,1995
Residential,113,14268533.0,UK,31500000.0,2016
Residential,161,87100000.0,USA,31000000.0,1985
Residential,138,93749203.0,USA,31000000.0,2012
Residential,126,62700000.0,UK,34000000.0,1979
Residential,99,59073773.0,USA,25000000.0,2014
Residential,101,24185781.0,USA,31000000.0,2001
Residential,103,53133888.0,USA,31000000.0,1990
Residential,118,44983704.0,USA,31000000.0,2000
Residential,116,118099659.0,USA,144000000.0,2016
Residential,99,58879132.0,USA,31000000.0,2015
Residential,105,72077000.0,USA,30250000.0,1995
Industrial,113,170684505.0,USA,45000000.0,2002
Residential,93,163479795.0,USA,34200000.0,1999
Residential,108,145096820.0,USA,30000000.0,2001
Residential,74,191796233.0,USA,30000000.0,1995
Residential,116,121248145.0,USA,25000000.0,1994
Residential,104,125014030.0,USA,30000000.0,2012
Residential,106,11854694.0,USA,31000000.0,2010
Residential,120,115648585.0,USA,30000000.0,2000
Residential,135,122012643.0,USA,30000000.0,1990
Residential,132,116631310.0,USA,30000000.0,2013
Industrial,92,114324072.0,USA,20000000.0,2004
Residential,99,113502246.0,USA,38000000.0,1991
Residential,90,108360000.0,USA,30000000.0,1995
Residential,111,108244774.0,USA,37000000.0,2001
Residential,103,105444419.0,USA,26000000.0,1996
Residential,127,100125340.0,USA,33000000.0,1995
Residential,112,115646235.0,South Africa,30000000.0,2009
Residential,87,85416609.0,USA,30000000.0,2004
Residential,138,90135191.0,USA,25000000.0,2003
Residential,132,100422786.0,USA,30000000.0,2004
Residential,103,106694016.0,USA,30000000.0,1999
Residential,123,64286.0,USA,29000000.0,2004
Residential,111,76806312.0,USA,30000000.0,2008
Residential,102,79566871.0,USA,30000000.0,2009
Residential,78,76501438.0,Germany,30000000.0,2000
Residential,132,74787599.0,USA,30000000.0,1991
Residential,133,66528842.0,USA,30000000.0,1994
Residential,108,83813460.0,USA,25000000.0,2009
Residential,125,65010106.0,USA,30000000.0,2002
Residential,98,66359959.0,USA,35000000.0,2013
Residential,119,66468315.0,USA,30000000.0,2012
Residential,87,64172251.0,USA,30000000.0,2001
Residential,91,66600000.0,Australia,30000000.0,1995
Residential,100,63536011.0,USA,30000000.0,2012
Residential,118,62877175.0,USA,30000000.0,2008
