customerID,gender,PhoneService,InternetService,StreamingTV,Contract,TotalCharges,Churn
3807-BPOMJ,Female,Yes,Fiber optic,Yes,One year,5276.1,No
5734-EJKXG,Female,Yes,Fiber optic,Yes,One year,7365.7,No
5906-DVAPM,Female,Yes,DSL,Yes,One year,4213.9,No
3339-EAQNV,Male,Yes,Fiber optic,Yes,One year,7133.1,No
1360-XFJMR,Female,Yes,Fiber optic,Yes,One year,7344.45,No
0931-MHTEM,Female,Yes,Fiber optic,Yes,One year,5299.65,No
9475-NNDGC,Male,Yes,Fiber optic,Yes,One year,7953.25,No
6848-YLDFR,Male,Yes,DSL,Yes,One year,4300.8,No
4973-RLZVI,Female,Yes,DSL,Yes,One year,2308.6,No
4393-RYCRE,Male,Yes,Fiber optic,Yes,One year,4510.8,No
9746-MDMBK,Male,Yes,Fiber optic,Yes,One year,5317.8,No
0533-UCAAU,Male,Yes,DSL,Yes,One year,4140.1,No
6635-MYYYZ,Female,Yes,DSL,Yes,One year,2530.4,Yes
5966-EMAZU,Male,Yes,Fiber optic,Yes,One year,6880.85,No
2055-BFOCC,Male,Yes,DSL,Yes,One year,5329.55,No
0930-EHUZA,Female,Yes,DSL,Yes,One year,2606.35,No
7124-UGSUR,Female,Yes,Fiber optic,Yes,One year,6405,Yes
1502-XFCVR,Female,Yes,Fiber optic,Yes,One year,6145.85,Yes
8920-NAVAY,Male,Yes,Fiber optic,Yes,One year,7053.35,No
2359-QWQUL,Female,Yes,Fiber optic,Yes,One year,4134.85,Yes
0052-DCKON,Male,Yes,Fiber optic,Yes,One year,7942.15,No
1360-JYXKQ,Female,Yes,Fiber optic,Yes,One year,5437.1,No
4135-FRWKJ,Female,Yes,DSL,Yes,One year,4154.55,No
4628-WQCQQ,Male,Yes,Fiber optic,Yes,One year,3030.6,Yes
1644-IRKSF,Female,Yes,Fiber optic,Yes,One year,3124.5,Yes
2995-UPRYS,Female,Yes,Fiber optic,Yes,One year,4062.2,Yes
8199-ZLLSA,Male,Yes,Fiber optic,Yes,One year,7804.15,Yes
3850-OKINF,Male,Yes,DSL,Yes,One year,4692.55,No
6408-OTUBZ,Female,Yes,Fiber optic,Yes,One year,6779.05,No
5204-HMGYF,Female,Yes,DSL,Yes,One year,4345,No
8294-UIMBA,Female,Yes,Fiber optic,Yes,One year,2638.1,No
2252-JHJGE,Male,Yes,Fiber optic,Yes,One year,6363.45,No
4350-ZTLPI,Female,Yes,Fiber optic,Yes,One year,5718.2,No
3021-VLNRJ,Female,Yes,DSL,Yes,One year,3478.15,No
0786-IVLAW,Female,Yes,Fiber optic,Yes,One year,7238.6,No
7245-JMTTQ,Female,Yes,Fiber optic,Yes,One year,5703.25,No
6050-IJRHS,Female,Yes,Fiber optic,Yes,One year,7397,No
5336-UFNZP,Female,Yes,Fiber optic,Yes,One year,7047.5,No
9233-PSYHO,Female,Yes,Fiber optic,Yes,One year,4459.8,No
5376-PCKNB,Male,Yes,Fiber optic,Yes,One year,7459,No
8327-LZKAS,Female,Yes,Fiber optic,Yes,One year,4533.9,Yes
3858-XHYJO,Female,Yes,Fiber optic,Yes,One year,4228.55,No
7025-IWFHT,Male,Yes,Fiber optic,Yes,One year,3729.75,No
2056-EVGZL,Male,Yes,Fiber optic,Yes,One year,7322.5,No
2851-STERV,Male,Yes,DSL,Yes,One year,2471.25,No
8634-CILSZ,Male,Yes,Fiber optic,Yes,One year,7220.35,Yes
4274-DRSQT,Female,Yes,Fiber optic,Yes,One year,6000.1,No
6723-WSNTY,Female,Yes,Fiber optic,Yes,One year,7181.95,No
6574-MCOEH,Female,Yes,DSL,Yes,One year,2531.4,No
3642-GKTCT,Female,Yes,Fiber optic,Yes,One year,6993.65,No
1470-PSXNM,Male,Yes,Fiber optic,Yes,One year,4520.15,No
7718-UPSKJ,Female,Yes,Fiber optic,Yes,One year,7251.9,No
1448-CYWKC,Female,Yes,Fiber optic,Yes,One year,6225.4,No
3327-YBAKM,Female,Yes,Fiber optic,Yes,One year,6314.35,No
5032-USPKF,Female,Yes,DSL,Yes,One year,3187.65,No
5649-VUKMC,Female,Yes,Fiber optic,Yes,One year,1115.15,Yes
0877-SDMBN,Female,Yes,Fiber optic,Yes,One year,5639.05,Yes
6284-KMNUF,Female,Yes,Fiber optic,Yes,One year,5270.6,No
8910-ICHIU,Female,Yes,Fiber optic,Yes,One year,4664.2,No
4097-YODCF,Male,Yes,Fiber optic,Yes,One year,3470.8,No
2722-VOJQL,Male,Yes,Fiber optic,Yes,One year,6903.1,Yes
8961-QDZZJ,Female,Yes,Fiber optic,Yes,One year,5535.8,No
7879-CGSFV,Male,Yes,Fiber optic,Yes,One year,5552.05,No
1696-HXOWK,Female,Yes,Fiber optic,Yes,One year,6856.95,No
3026-ATZYV,Female,Yes,DSL,Yes,One year,2658.8,No
9770-KXGQU,Female,Yes,Fiber optic,Yes,One year,5311.85,No
6289-CPNLD,Male,Yes,DSL,Yes,One year,2405.05,Yes
7856-GANIL,Male,Yes,Fiber optic,Yes,One year,4525.8,No
5985-BEHZK,Female,Yes,Fiber optic,Yes,One year,7578.05,No
9644-KVCNC,Female,Yes,Fiber optic,Yes,One year,6056.9,No
9107-UKCKY,Male,Yes,DSL,Yes,One year,4914.8,No
1707-HABPF,Female,Yes,Fiber optic,Yes,One year,4126.35,No
4619-EVPHY,Female,Yes,Fiber optic,Yes,One year,1859.5,No
4942-VZZOM,Male,Yes,DSL,Yes,One year,4392.5,No
1121-QSIVB,Female,Yes,DSL,Yes,One year,3471.1,No
1217-VASWC,Male,Yes,Fiber optic,Yes,One year,4304,No
2522-WLNSF,Female,Yes,DSL,Yes,One year,2106.3,No
0193-ESZXP,Female,Yes,Fiber optic,Yes,One year,6205.5,Yes
1984-FCOWB,Female,Yes,Fiber optic,Yes,One year,7674.55,Yes
2325-WINES,Female,Yes,Fiber optic,Yes,One year,3416.85,No
9730-DRTMJ,Male,Yes,DSL,Yes,One year,2333.05,No
3349-ANQNH,Female,Yes,Fiber optic,Yes,One year,5890,No
1183-CANVH,Female,Yes,DSL,Yes,One year,1347.15,No
8679-LZBMD,Male,Yes,Fiber optic,Yes,One year,3974.15,No
2237-ZFSMY,Female,Yes,Fiber optic,Yes,One year,3692.85,Yes
1752-OZXFY,Male,Yes,DSL,Yes,One year,3561.15,No
9391-YZEJW,Female,Yes,Fiber optic,Yes,One year,5757.2,No
4118-CEVPF,Female,Yes,Fiber optic,Yes,One year,3836.3,No
6777-TGHTM,Female,Yes,Fiber optic,Yes,One year,5785.5,Yes
3229-USWAR,Female,Yes,DSL,Yes,One year,2727.3,No
9402-CXWPL,Female,Yes,Fiber optic,Yes,One year,6838.6,No
0068-FIGTF,Female,Yes,DSL,Yes,One year,2078.95,No
1840-BIUOG,Male,Yes,DSL,Yes,One year,1416.2,No
2957-JIRMN,Female,Yes,Fiber optic,Yes,One year,4959.15,No
7163-OCEQI,Male,Yes,DSL,Yes,One year,1663.75,No
9033-EOXWV,Female,Yes,DSL,Yes,One year,872.65,Yes
7049-GKVZY,Female,Yes,DSL,Yes,One year,1387.35,No
3585-YNADK,Female,Yes,DSL,Yes,One year,4368.95,No
5671-UUNXD,Female,Yes,Fiber optic,Yes,One year,5189.75,No
0956-ACVZC,Female,Yes,Fiber optic,Yes,One year,5060.9,No
4250-ZBWLV,Male,Yes,Fiber optic,Yes,One year,7176.55,Yes
0440-MOGPM,Female,Yes,DSL,Yes,One year,3263.9,No
9835-ZIITK,Male,Yes,Fiber optic,Yes,One year,7491.75,Yes
8008-ESFLK,Female,Yes,Fiber optic,Yes,One year,5835.5,No
8097-OMULG,Male,Yes,DSL,Yes,One year,4541.9,No
9691-HKOVS,Female,Yes,DSL,Yes,One year,4916.95,No
4700-UBQMV,Male,Yes,DSL,Yes,One year,1549.75,No
9249-FXSCK,Female,Yes,Fiber optic,Yes,One year,5916.45,Yes
5553-AOINX,Female,Yes,Fiber optic,Yes,One year,6891.45,No
7445-WMRBW,Female,Yes,DSL,Yes,One year,3581.4,No
6198-PNNSZ,Female,Yes,Fiber optic,Yes,One year,6109.65,No
6383-ZTSIW,Female,Yes,Fiber optic,Yes,One year,3877.95,No
0725-CXOTM,Female,Yes,DSL,Yes,One year,3348.1,No
4937-QPZPO,Male,Yes,Fiber optic,Yes,One year,6241.35,No
8033-VCZGH,Male,Yes,Fiber optic,Yes,One year,5231.3,No
4789-KWMXN,Male,Yes,Fiber optic,Yes,One year,5275.8,Yes
5716-LIBJC,Female,Yes,Fiber optic,Yes,One year,1299.1,No
8559-CIZFV,Male,Yes,DSL,Yes,One year,1625,Yes
1090-PYKCI,Female,Yes,Fiber optic,Yes,One year,7234.8,No
4759-PXTAN,Female,Yes,DSL,Yes,One year,4693.2,No
4476-OSWTN,Male,Yes,Fiber optic,Yes,One year,7610.1,No
4685-ERGHK,Male,Yes,Fiber optic,Yes,One year,4939.25,No
0327-WFZSY,Male,Yes,Fiber optic,Yes,One year,3835.55,No
0864-FVJNJ,Female,Yes,Fiber optic,Yes,One year,7222.75,No
0186-CAERR,Male,Yes,Fiber optic,Yes,One year,8309.55,No
3162-KKZXO,Female,Yes,Fiber optic,Yes,One year,5409.75,No
7055-VKGDA,Male,Yes,Fiber optic,Yes,One year,5643.4,Yes
8845-LWKGE,Female,Yes,DSL,Yes,One year,1985.15,No
0691-NIKRI,Female,Yes,Fiber optic,Yes,One year,4335.2,No
3736-BLEPA,Male,Yes,Fiber optic,Yes,One year,2483.65,No
8651-ENBZX,Female,Yes,Fiber optic,Yes,One year,6441.4,Yes
2696-ECXKC,Female,Yes,Fiber optic,Yes,One year,5448.6,No
3587-PMCOY,Male,Yes,Fiber optic,Yes,One year,1064.95,No
8608-OZTLB,Male,Yes,DSL,Yes,One year,2802.3,No
6994-FGRHH,Male,Yes,Fiber optic,Yes,One year,7475.1,No
4000-VGMQP,Male,Yes,DSL,Yes,One year,2862.55,No
3058-HJCUY,Male,Yes,Fiber optic,Yes,One year,4213.35,Yes
5298-GSTLM,Female,Yes,Fiber optic,Yes,One year,6176.6,No
6728-CZFEI,Female,Yes,DSL,Yes,One year,931.9,No
6121-TNHBO,Female,Yes,DSL,Yes,One year,5243.05,No
2486-WYVVE,Male,Yes,DSL,Yes,One year,2484,No
6302-JGYRJ,Male,Yes,DSL,Yes,One year,2587.7,Yes
8782-NUUOL,Male,Yes,DSL,Yes,One year,4801.1,No
3685-YLCMQ,Male,Yes,Fiber optic,Yes,One year,6219.6,Yes
4868-AADLV,Male,Yes,Fiber optic,Yes,One year,7862.25,No
1150-FTQGN,Female,Yes,Fiber optic,Yes,One year,5811.8,No
2911-IJORQ,Male,Yes,DSL,Yes,One year,3358.65,No
4753-PADAS,Female,Yes,Fiber optic,Yes,One year,6816.95,No
3190-XFANI,Male,Yes,Fiber optic,Yes,One year,5069.65,Yes
0520-FDVVT,Male,Yes,Fiber optic,Yes,One year,3626.1,Yes
1444-VVSGW,Male,Yes,Fiber optic,Yes,One year,7968.85,Yes
6728-VOIFY,Female,Yes,Fiber optic,Yes,One year,6109.75,No
7696-AMHOD,Female,Yes,DSL,Yes,One year,3824.2,No
2453-SAFNS,Female,Yes,DSL,Yes,One year,3886.05,No
3205-MXZRA,Male,Yes,DSL,Yes,One year,1507,No
0083-PIVIK,Male,Yes,DSL,Yes,One year,5567.55,No
7632-MNYOY,Male,Yes,Fiber optic,Yes,One year,7432.05,Yes
8690-UPCZI,Male,Yes,DSL,Yes,One year,1958.45,No
8822-KNBHV,Female,Yes,DSL,Yes,One year,3887.85,No
9979-RGMZT,Female,Yes,Fiber optic,Yes,One year,633.45,No
3468-DRVQJ,Female,Yes,DSL,Yes,One year,676.15,No
4816-OKWNX,Male,Yes,Fiber optic,Yes,One year,5236.4,No
0898-XCGTF,Male,Yes,Fiber optic,Yes,One year,5673.7,No
4480-MBMLB,Female,Yes,Fiber optic,Yes,One year,3886.45,No
8561-NMTBD,Female,Yes,Fiber optic,Yes,One year,7388.45,No
8080-POTJR,Female,Yes,DSL,Yes,One year,2427.1,No
0516-OOHAR,Male,Yes,Fiber optic,Yes,One year,2799,No
9912-OMZDS,Female,Yes,Fiber optic,Yes,One year,6256.2,No
7103-IPXPJ,Male,Yes,Fiber optic,Yes,One year,5059.75,No
4342-HFXWS,Female,Yes,DSL,Yes,One year,3023.65,No
5481-NTDOH,Female,Yes,Fiber optic,Yes,One year,7142.5,No
6500-JVEGC,Male,Yes,Fiber optic,Yes,One year,7110.75,No
8469-SNFFH,Male,Yes,DSL,Yes,One year,5528.9,No
1113-IUJYX,Female,Yes,Fiber optic,Yes,One year,1348.9,Yes
4323-OHFOW,Female,Yes,Fiber optic,Yes,One year,7195.35,No
7964-ZRKKG,Male,Yes,Fiber optic,Yes,One year,5798.3,No
6341-AEVKX,Female,Yes,Fiber optic,Yes,One year,6613.65,No
8065-QBYTO,Female,Yes,Fiber optic,Yes,One year,7181.25,No
1545-ACTAS,Female,Yes,Fiber optic,Yes,One year,4977.2,No
1956-YIFGE,Male,Yes,Fiber optic,Yes,One year,2090.25,No
7921-LMDFQ,Male,Yes,Fiber optic,Yes,One year,4905.75,No
2925-MXLSX,Female,Yes,DSL,Yes,One year,2038.7,No
9609-BENEA,Male,Yes,DSL,Yes,One year,2441.7,No
8213-TAZPM,Female,Yes,Fiber optic,Yes,One year,7493.05,No
8267-ZNYVZ,Female,Yes,Fiber optic,Yes,One year,3361.05,Yes
2371-KFUOG,Male,Yes,Fiber optic,Yes,One year,5720.95,No
2898-MRKPI,Male,Yes,Fiber optic,Yes,One year,6770.5,No
2750-BJLSB,Female,Yes,Fiber optic,Yes,One year,4730.6,No
1024-KPRBB,Female,Yes,Fiber optic,Yes,One year,3342,No
6664-FPDAC,Female,Yes,Fiber optic,Yes,One year,6418.9,Yes
9972-VAFJJ,Female,Yes,Fiber optic,Yes,One year,4871.45,No
0422-UXFAP,Female,Yes,Fiber optic,Yes,One year,4947.55,No
5981-ZVXOT,Female,Yes,Fiber optic,Yes,One year,3726.15,No
1389-WNUIB,Female,Yes,DSL,Yes,One year,1588.75,No
0218-QNVAS,Male,Yes,Fiber optic,Yes,One year,7113.75,No
1699-HPSBG,Male,Yes,DSL,Yes,One year,727.8,Yes
7203-OYKCT,Male,Yes,Fiber optic,Yes,One year,7544.3,No
6840-RESVB,Male,Yes,DSL,Yes,One year,1990.5,No
2234-XADUH,Female,Yes,Fiber optic,Yes,One year,7362.9,No
