customerID,gender,PhoneService,InternetService,StreamingTV,Contract,TotalCharges,Churn
9391-EOYLI,Male,Yes,Fiber optic,No,Month-to-month,950.2,Yes
7108-DGVUU,Female,Yes,DSL,No,One year,1497.05,No
2782-JEEBU,Male,No,DSL,No,Month-to-month,780.15,No
5127-BZENZ,Female,Yes,DSL,Yes,One year,3512.15,No
2720-FVBQP,Female,Yes,DSL,No,Month-to-month,273.25,No
9906-NHHVC,Female,No,DSL,Yes,Two year,3517.9,No
4522-XRWWI,Male,Yes,DSL,Yes,One year,3375.9,No
3766-EJLFL,Female,Yes,Fiber optic,Yes,Two year,7508.55,No
5939-SXWHM,Male,Yes,No,No internet service,Two year,1245.05,No
8152-UOBNY,Female,Yes,Fiber optic,Yes,One year,5347.95,No
7351-KYHQH,Female,Yes,DSL,Yes,Month-to-month,493.65,No
7643-RCHXS,Female,Yes,No,No internet service,Two year,1263.85,No
8246-SHFGA,Male,Yes,No,No internet service,Month-to-month,385.55,No
8387-MOJJT,Female,Yes,Fiber optic,Yes,Month-to-month,3384,Yes
0620-XEFWH,Male,Yes,No,No internet service,Month-to-month,84.2,No
6485-QXWWE,Female,Yes,No,No internet service,Two year,1638.7,No
2761-OCIAX,Male,Yes,Fiber optic,No,Month-to-month,165.4,Yes
7321-VGNKU,Female,Yes,Fiber optic,No,Month-to-month,120.25,No
5327-CNLUQ,Male,Yes,Fiber optic,Yes,Two year,4473.45,No
7552-KEYGT,Male,Yes,No,No internet service,Two year,520.55,No
5816-JMLGY,Female,Yes,DSL,Yes,Two year,5717.85,No
3068-OMWZA,Male,Yes,Fiber optic,Yes,Month-to-month,88.8,Yes
2927-QRRQV,Male,Yes,Fiber optic,Yes,One year,4312.5,No
6032-KRXXO,Male,Yes,Fiber optic,Yes,Month-to-month,2755.35,Yes
7459-RRWQZ,Female,Yes,DSL,No,Month-to-month,994.55,Yes
6265-SXWBU,Male,Yes,Fiber optic,Yes,One year,6511.25,No
7941-RCJOW,Male,Yes,No,No internet service,Two year,1218.65,No
6374-NTQLP,Male,Yes,Fiber optic,Yes,Two year,7447.7,No
4154-AQUGT,Male,Yes,Fiber optic,No,Month-to-month,1169.35,Yes
2387-KDZQY,Male,Yes,No,No internet service,One year,279.5,No
3584-WKTTW,Male,Yes,Fiber optic,Yes,One year,5720.35,No
3399-BMLVW,Male,Yes,DSL,No,Two year,3121.45,No
1971-DTCZB,Female,Yes,DSL,Yes,Two year,6468.6,No
3092-IGHWF,Male,Yes,Fiber optic,No,One year,5918.8,Yes
3374-PZLXD,Male,Yes,No,No internet service,Month-to-month,675.6,No
3813-DHBBB,Male,No,DSL,No,Two year,3521.7,No
2812-REYAT,Female,Yes,No,No internet service,One year,923.1,No
6518-PPLMZ,Male,Yes,No,No internet service,Two year,1110.35,No
4939-KYYPY,Male,Yes,DSL,No,Month-to-month,1611.65,No
8017-LXHFA,Female,Yes,Fiber optic,Yes,Month-to-month,2293.6,Yes
5930-GBIWP,Male,Yes,DSL,No,Two year,5553.25,No
6022-KOUQO,Female,No,DSL,No,Month-to-month,44.75,No
6352-TWCAU,Female,Yes,Fiber optic,Yes,Month-to-month,3029.1,Yes
2361-UPSND,Female,Yes,DSL,No,One year,3231.05,No
6035-RIIOM,Female,Yes,Fiber optic,Yes,Two year,5129.45,No
2929-QNSRW,Female,Yes,Fiber optic,Yes,One year,5508.35,Yes
1262-OPMFY,Female,Yes,Fiber optic,No,Month-to-month,655.9,Yes
9504-DSHWM,Male,Yes,DSL,No,Month-to-month,1191.2,No
5035-BVCXS,Male,Yes,Fiber optic,No,Month-to-month,866.4,No
6267-DCFFZ,Female,Yes,Fiber optic,Yes,Month-to-month,2627.2,No
3533-UVMOM,Male,Yes,DSL,No,Two year,4741.45,No
2439-LYPMQ,Male,Yes,Fiber optic,Yes,Month-to-month,4009.2,No
4248-QPAVC,Female,Yes,Fiber optic,No,Month-to-month,1463.45,Yes
1899-VXWXM,Male,Yes,Fiber optic,Yes,One year,5082.8,Yes
1478-VPOAD,Female,Yes,DSL,No,Month-to-month,43.8,No
9995-HOTOH,Male,No,DSL,Yes,Two year,3707.6,No
2988-PLAHS,Female,Yes,DSL,Yes,One year,220.45,No
1371-OJCEK,Female,Yes,No,No internet service,One year,1133.7,No
4999-IEZLT,Male,No,DSL,No,One year,1983.15,No
8883-ANoDQ,Female,Yes,Fiber optic,No,Two year,5746.75,No
4690-LLKUA,Male,Yes,DSL,No,Month-to-month,770.6,Yes
2351-RRBUE,Female,Yes,No,No internet service,One year,134.05,No
5980-BDHPY,Male,Yes,DSL,Yes,Two year,6230.1,No
1498-DQNRX,Female,Yes,No,No internet service,Month-to-month,573.05,No
9469-WEJBT,Male,Yes,Fiber optic,No,Month-to-month,3419.3,No
3331-HQDTW,Female,Yes,Fiber optic,Yes,Month-to-month,3587.25,Yes
9490-DFPMD,Female,Yes,Fiber optic,Yes,Month-to-month,3541.35,Yes
2581-VKIRT,Female,Yes,DSL,No,One year,3801.3,No
5442-XSDCW,Male,Yes,Fiber optic,Yes,Month-to-month,868.5,Yes
7426-WEIJX,Male,Yes,Fiber optic,No,Month-to-month,4859.1,No
2851-MMUTZ,Female,Yes,DSL,No,Month-to-month,1439.35,No
3049-NDXFL,Female,Yes,Fiber optic,No,Month-to-month,85.8,Yes
8580-AECUZ,Male,Yes,Fiber optic,Yes,Month-to-month,79.1,Yes
3307-TLCUD,Male,No,DSL,No,Month-to-month,592.75,No
6625-FLENo,Male,Yes,No,No internet service,Two year,1185.95,No
2967-MXRAV,Male,Yes,No,No internet service,One year,18.8,No
7963-GQRMY,Female,Yes,DSL,No,Month-to-month,134.5,Yes
8189-HBVRW,Female,Yes,Fiber optic,No,Month-to-month,4921.2,No
4163-KIUHY,Male,Yes,No,No internet service,Month-to-month,901.25,No
1228-FZFRV,Male,Yes,Fiber optic,Yes,Month-to-month,5341.8,Yes
3500-NSDOA,Male,Yes,DSL,No,Two year,4859.95,No
1171-TYKUR,Male,Yes,No,No internet service,Month-to-month,1139.2,No
3761-FLYZI,Female,Yes,Fiber optic,Yes,Month-to-month,7082.45,No
2058-DCJBE,Male,Yes,Fiber optic,No,Month-to-month,324.6,Yes
5364-XYIRR,Male,Yes,Fiber optic,Yes,Month-to-month,4812.75,Yes
4829-AUOAX,Female,Yes,Fiber optic,Yes,Month-to-month,4399.5,Yes
1219-NNDDO,Female,Yes,Fiber optic,No,Month-to-month,663.55,No
8388-DMKAE,Female,Yes,No,No internet service,Two year,174.65,No
4403-BWPAY,Male,Yes,No,No internet service,One year,321.7,No
9659-QEQSY,Female,Yes,Fiber optic,Yes,Month-to-month,5125.5,No
5405-ZMYXQ,Female,Yes,Fiber optic,No,Month-to-month,548.9,No
5047-LHVLY,Male,Yes,DSL,No,Month-to-month,50.15,Yes
1442-OKRJE,Male,Yes,Fiber optic,Yes,One year,7031.3,No
4737-AQCPU,Male,Yes,DSL,No,Two year,5016.65,No
9158-VCTQB,Female,Yes,Fiber optic,Yes,Month-to-month,4594.95,Yes
2808-CHTDM,Female,Yes,No,No internet service,Two year,611.45,No
6311-UEUME,Female,Yes,Fiber optic,Yes,Month-to-month,2384.15,Yes
0793-TWELN,Female,Yes,Fiber optic,No,Month-to-month,319.85,No
3283-WCWXT,Male,Yes,No,No internet service,Two year,153.3,No
1060-ENTOF,Female,Yes,Fiber optic,No,One year,7035.6,No
0999-QXNSA,Male,Yes,DSL,No,Month-to-month,344.2,No
5451-MHQOF,Male,Yes,No,No internet service,One year,1431.65,No
4836-WNFNo,Female,Yes,No,No internet service,Two year,1849.2,No
9225-BZLNZ,Male,Yes,DSL,Yes,Two year,6083.1,No
0354-VXMJC,Male,Yes,No,No internet service,Two year,426.65,No
4422-QVIJA,Female,Yes,DSL,No,Month-to-month,1655.35,No
9365-SRSZE,Male,Yes,Fiber optic,No,Month-to-month,1943.9,No
6839-ITVZJ,Female,Yes,DSL,No,Month-to-month,1616.15,Yes
8332-OSJDW,Male,Yes,No,No internet service,One year,314.95,No
4735-BJKOU,Female,Yes,No,No internet service,Two year,804.85,No
0274-JKUJR,Male,No,DSL,Yes,Month-to-month,465.7,No
5740-YHGTW,Male,Yes,Fiber optic,Yes,Month-to-month,6669.05,No
8917-SZTTJ,Male,Yes,No,No internet service,Two year,1161.75,No
1696-MZVAU,Male,No,DSL,No,One year,947.75,No
7359-WWYJV,Male,Yes,Fiber optic,Yes,Two year,8375.05,No
0375-HVGXO,Female,No,DSL,Yes,Month-to-month,34.7,Yes
4906-ZHGPK,Male,Yes,DSL,Yes,One year,3770,No
8593-WHYHV,Male,Yes,Fiber optic,No,Month-to-month,264.8,Yes
3795-GWTRD,Female,Yes,DSL,Yes,Two year,4707.85,No
1298-PHBTI,Male,Yes,Fiber optic,No,Two year,6152.4,No
6223-DHJGV,Female,Yes,No,No internet service,One year,958.1,No
6961-MJKBO,Male,Yes,No,No internet service,Two year,943,No
6097-EQISJ,Female,Yes,Fiber optic,Yes,One year,6615.15,Yes
4423-YLHDV,Female,Yes,Fiber optic,Yes,Month-to-month,2200.25,Yes
8158-WPEZG,Male,No,DSL,No,Month-to-month,425.1,No
0107-YHINA,Male,Yes,Fiber optic,Yes,Month-to-month,99.75,Yes
4918-FYJNT,Female,Yes,Fiber optic,No,Month-to-month,5044.8,No
0727-BNRLG,Male,Yes,Fiber optic,Yes,Two year,6743.55,No
4854-CIDCF,Female,Yes,Fiber optic,No,Month-to-month,196.4,No
8640-SDGKB,Male,Yes,DSL,Yes,Month-to-month,299.7,Yes
3280-MRDOF,Male,Yes,DSL,Yes,Two year,2093.9,No
6435-SRWBJ,Female,Yes,Fiber optic,No,Month-to-month,417.75,No
9964-WBQDJ,Female,Yes,No,No internet service,Two year,1725.4,No
6303-KFWSL,Female,Yes,DSL,No,One year,1620.2,No
1702-CCFNJ,Male,Yes,DSL,No,Month-to-month,3169.55,No
8932-CZHRQ,Male,Yes,DSL,No,One year,5233.25,No
0386-CWRGM,Female,Yes,No,No internet service,Two year,967.85,No
5515-RUGKN,Male,Yes,DSL,No,Month-to-month,438.05,No
0404-AHASP,Male,Yes,No,No internet service,Two year,1421.9,No
7279-NMVJC,Female,Yes,No,No internet service,One year,323.15,No
2081-VEYEH,Male,Yes,Fiber optic,Yes,Month-to-month,318.6,No
6407-UTSLV,Female,Yes,Fiber optic,Yes,Month-to-month,163.7,No
4116-TZAQJ,Female,Yes,Fiber optic,No,Month-to-month,639.65,Yes
9060-HJJRW,Female,No,DSL,Yes,One year,2928.5,No
2587-YNLES,Female,Yes,No,No internet service,Two year,100.35,No
7398-SKNQZ,Female,Yes,Fiber optic,Yes,Month-to-month,273.2,No
5935-FCCNB,Female,Yes,Fiber optic,Yes,Month-to-month,1608.15,No
1958-RNRKS,Male,Yes,DSL,No,Month-to-month,1441.95,No
5136-RGMZO,Male,Yes,DSL,Yes,Month-to-month,2168.15,No
8345-MVDYC,Female,Yes,DSL,Yes,Two year,3618.7,No
8226-BXGES,Male,Yes,Fiber optic,No,One year,5692.65,No
3877-JRJIP,Male,Yes,DSL,Yes,Month-to-month,59.85,Yes
8375-DKEBR,Female,Yes,Fiber optic,No,Month-to-month,69.6,Yes
9705-IOVQQ,Male,Yes,Fiber optic,Yes,One year,5969.3,No
1015-OWJKI,Male,Yes,No,No internet service,Month-to-month,19.05,No
7511-YMXVQ,Male,No,DSL,Yes,Month-to-month,418.8,Yes
2040-XBAVJ,Male,Yes,Fiber optic,Yes,Two year,8100.55,No
7551-JOHTI,Female,Yes,No,No internet service,Month-to-month,19.5,Yes
8887-IPQNC,Female,Yes,DSL,No,Month-to-month,313.45,No
8646-JCOMS,Female,Yes,Fiber optic,No,One year,6130.95,No
9804-ICWBG,Male,Yes,Fiber optic,No,Month-to-month,69.9,Yes
1222-KJNZD,Male,Yes,No,No internet service,Month-to-month,745.3,No
0106-GHRQR,Male,Yes,DSL,No,Month-to-month,1212.1,No
5318-IXUZF,Female,Yes,Fiber optic,Yes,Month-to-month,183.75,Yes
3768-VHXQO,Male,Yes,No,No internet service,Two year,1583.5,No
8952-WCVCD,Female,Yes,Fiber optic,Yes,One year,4162.05,No
2418-TPEUN,Female,Yes,No,No internet service,Two year,1119.9,No
3963-RYFNS,Female,Yes,Fiber optic,Yes,Two year,8013.55,No
3198-VELRD,Female,Yes,Fiber optic,No,Month-to-month,264.85,Yes
8540-ZQGEA,Female,Yes,No,No internet service,Two year,1102.4,No
1320-REHCS,Male,Yes,Fiber optic,Yes,Month-to-month,5832,No
4137-JOPHL,Female,Yes,Fiber optic,No,Two year,4304.5,No
9436-ZBZCT,Male,Yes,Fiber optic,Yes,Month-to-month,1178.4,Yes
7801-CEDNV,Male,Yes,DSL,No,One year,1421.75,No
2057-BOYKM,Female,Yes,Fiber optic,No,Two year,6827.5,No
3658-QQJYD,Male,Yes,DSL,Yes,One year,4698.05,No
1803-BGNBD,Female,Yes,DSL,No,Month-to-month,654.5,No
0134-XWXCE,Female,Yes,DSL,Yes,One year,3268.05,No
6950-TWMYB,Male,Yes,Fiber optic,No,Two year,4362.05,No
5848-FHRFC,Female,Yes,No,No internet service,Two year,1386.9,No
2243-FNMMI,Male,Yes,No,No internet service,Month-to-month,415.4,No
2511-MORQY,Male,Yes,DSL,No,One year,2614.1,No
5356-KZCKT,Male,Yes,No,No internet service,Two year,1513.6,No
9470-XCCEM,Male,Yes,Fiber optic,Yes,Month-to-month,3161.6,No
6519-CFDBX,Female,Yes,DSL,No,Month-to-month,80.95,No
3902-MIVLE,Male,Yes,DSL,No,Two year,4676.7,No
0409-WTMPL,Female,Yes,Fiber optic,Yes,One year,6526.65,No
8763-KIAFH,Female,Yes,No,No internet service,One year,583.3,No
3669-WHAFY,Female,Yes,Fiber optic,Yes,Two year,8078.1,No
3055-VTCGS,Female,Yes,DSL,No,One year,3503.5,No
3144-KMTWZ,Male,Yes,Fiber optic,No,Month-to-month,6669.45,No
7279-BUYWN,Female,Yes,Fiber optic,Yes,Month-to-month,4689.5,Yes
7156-MHUGY,Male,Yes,Fiber optic,Yes,Month-to-month,1201.15,Yes
7198-GLXTC,Male,Yes,Fiber optic,Yes,Month-to-month,143.65,Yes
2007-QVGAW,Female,Yes,No,No internet service,Two year,1292.65,No
5207-PLSTK,Male,Yes,DSL,No,Month-to-month,48.75,No
2307-FYNNL,Male,Yes,Fiber optic,Yes,Two year,7108.2,No
5605-XNWEN,Male,Yes,No,No internet service,Two year,1802.55,No
2155-AMQRX,Female,Yes,DSL,No,Month-to-month,1505.15,No
6181-AXXYF,Male,Yes,No,No internet service,Two year,1859.1,No
5091-HFAZW,Female,Yes,Fiber optic,Yes,Month-to-month,168.5,No
0516-VRYBW,Female,Yes,No,No internet service,One year,390.85,Yes
2519-LBNQL,Male,Yes,Fiber optic,Yes,One year,6339.45,No
8623-ULFNQ,Female,Yes,DSL,No,Month-to-month,1652.4,No
8380-PEFPE,Male,Yes,Fiber optic,No,Month-to-month,71.65,Yes
5687-DKDTV,Female,Yes,No,No internet service,Month-to-month,77.5,Yes
1568-LJSZU,Male,Yes,DSL,Yes,Two year,6392.85,No
7530-HDYDS,Female,Yes,Fiber optic,No,Month-to-month,3264.5,Yes
7789-HKSBS,Female,Yes,Fiber optic,Yes,One year,4599.15,No
7416-CKTEP,Female,Yes,No,No internet service,Two year,1134.25,No
2586-CWXVV,Male,No,DSL,No,Month-to-month,1621.35,No
3096-IZETN,Female,Yes,Fiber optic,No,Month-to-month,947.3,Yes
2348-KCJLT,Female,Yes,DSL,No,One year,2722.2,No
8401-EMUWF,Male,Yes,DSL,Yes,Month-to-month,3058.3,No
4193-IBKSW,Male,Yes,No,No internet service,Two year,1769.6,No
5377-NDTOU,Female,Yes,DSL,Yes,Two year,6293.75,No
5922-ABDVO,Female,Yes,Fiber optic,No,Month-to-month,1761.05,Yes
2474-LCNUE,Female,Yes,DSL,Yes,Month-to-month,1642.75,No
0839-QNXME,Female,Yes,No,No internet service,Two year,578.5,No
3506-OVLKD,Male,Yes,No,No internet service,One year,954.9,No
9172-ANCRX,Female,Yes,Fiber optic,Yes,Month-to-month,973.25,Yes
6650-VJONK,Male,Yes,DSL,No,Month-to-month,43.85,No
2178-PMGCJ,Male,Yes,Fiber optic,No,Month-to-month,1490.4,No
7492-TAFJD,Male,No,DSL,No,Two year,280,No
2773-MADBQ,Female,No,DSL,No,Two year,1901.25,No
6016-LVTJQ,Female,Yes,No,No internet service,Month-to-month,716.4,No
7860-KSUGX,Male,Yes,DSL,No,Two year,4720,No
8966-KZXXA,Male,Yes,No,No internet service,Two year,930.95,No
6910-HADCM,Female,Yes,Fiber optic,No,Month-to-month,76.35,Yes
4816-LXZYW,Female,Yes,Fiber optic,No,Month-to-month,1676.95,Yes
9606-PBKBQ,Male,Yes,Fiber optic,No,Month-to-month,2642.05,Yes
5149-QYTTU,Female,Yes,Fiber optic,No,One year,6770.85,No
2070-XYMFH,Female,Yes,Fiber optic,No,Month-to-month,1835.3,No
2085-BOJKI,Male,Yes,Fiber optic,Yes,One year,1588.25,No
0817-HSUSE,Male,Yes,DSL,Yes,Month-to-month,75.5,No
5442-PPTJY,Male,Yes,No,No internet service,Two year,258.35,No
1927-QEWMY,Female,Yes,No,No internet service,Two year,1502.25,No
1663-MHLHE,Male,Yes,No,No internet service,Month-to-month,19.2,No
5663-QBGIS,Male,Yes,Fiber optic,Yes,Two year,6929.4,No
4450-MDZFX,Male,Yes,Fiber optic,No,Month-to-month,4453.3,No
6701-DHKWQ,Female,No,DSL,Yes,Two year,3244.4,No
7554-AKDQF,Female,Yes,DSL,No,Month-to-month,323.45,No
3536-IQCTX,Male,Yes,Fiber optic,No,Month-to-month,2661.1,Yes
4911-BANWH,Female,Yes,Fiber optic,Yes,Month-to-month,2697.4,Yes
8496-EJAUI,Male,Yes,Fiber optic,No,Month-to-month,1424.5,Yes
0794-YVSGE,Male,Yes,No,No internet service,Two year,1401.15,No
5423-BHIXO,Female,Yes,DSL,No,Month-to-month,1739.6,No
6908-VVYHM,Male,Yes,Fiber optic,No,Month-to-month,5931,No
2959-EEXWB,Female,No,DSL,Yes,Month-to-month,2333.85,No
1839-UMACK,Male,Yes,No,No internet service,One year,949.85,No
3030-YDNRM,Male,Yes,Fiber optic,No,Month-to-month,572.45,No
7321-KKSDU,Male,Yes,No,No internet service,Two year,696.8,No
3402-XRIUO,Female,Yes,DSL,No,Month-to-month,1381.8,No
3132-TVFDZ,Male,No,DSL,Yes,Month-to-month,2572.95,Yes
8286-AFUYI,Male,Yes,DSL,No,Month-to-month,47.95,No
8080-DDEMJ,Male,Yes,DSL,No,Month-to-month,45.1,Yes
8356-WUAOJ,Female,Yes,DSL,No,Month-to-month,45,No
6365-MTGZX,Male,Yes,Fiber optic,Yes,Month-to-month,2122.45,Yes
1349-WXNGG,Male,Yes,No,No internet service,Month-to-month,20.05,Yes
8058-DMYRU,Male,Yes,Fiber optic,No,Month-to-month,4931.8,No
9350-ZXYJC,Female,Yes,No,No internet service,Two year,116.95,No
6990-YNRIO,Male,Yes,Fiber optic,Yes,Two year,6937.95,Yes
8958-JPTRR,Female,Yes,No,No internet service,One year,1261.7,No
6959-GQEGV,Male,Yes,DSL,Yes,Month-to-month,3273.8,No
3173-WSSUE,Female,Yes,No,No internet service,Two year,1415.85,No
1265-HVPZB,Male,Yes,DSL,Yes,One year,3958.2,No
4115-UMJFQ,Male,No,DSL,No,One year,2492.25,No
7369-TRPFD,Male,Yes,No,No internet service,One year,279.2,No
1098-KFQEC,Female,Yes,No,No internet service,Two year,1083,No
7190-XHTWJ,Female,Yes,No,No internet service,One year,755.5,No
0621-TWIEM,Male,Yes,DSL,No,Month-to-month,402.6,Yes
3537-RYBHH,Female,Yes,DSL,No,Month-to-month,3252,No
2485-ITVKB,Female,No,DSL,No,Month-to-month,68.75,Yes
3669-OYSJI,Male,Yes,DSL,No,Month-to-month,46.2,Yes
1612-EOHDH,Female,Yes,DSL,No,Month-to-month,45.15,Yes
6702-OHFWR,Male,No,DSL,No,Month-to-month,43.3,Yes
5296-BFCYD,Male,Yes,No,No internet service,Two year,936.85,No
4510-PYUSH,Female,Yes,DSL,No,Month-to-month,2250.65,Yes
9359-JANWS,Female,Yes,DSL,No,Two year,3857.1,No
7517-SAWMO,Female,Yes,Fiber optic,No,Month-to-month,1441.1,Yes
4143-HHPMK,Male,Yes,Fiber optic,No,Month-to-month,4338.6,Yes
3279-DYZQM,Male,Yes,No,No internet service,Two year,1378.45,No
7054-LGEQW,Female,Yes,DSL,No,Month-to-month,45.95,Yes
0523-VNGTF,Female,No,DSL,Yes,Month-to-month,2566.3,No
9575-IWCAZ,Male,Yes,No,No internet service,One year,171,No
7105-MXJLL,Female,Yes,DSL,No,One year,1597.4,No
7064-FRRSW,Male,Yes,Fiber optic,Yes,One year,4744.35,No
7940-UQQUG,Female,Yes,Fiber optic,Yes,One year,6721.6,No
0923-PNFUB,Female,Yes,Fiber optic,Yes,Month-to-month,247.25,Yes
3961-SXAXY,Male,Yes,DSL,No,Month-to-month,44.05,No
7010-BRBUU,Male,Yes,No,No internet service,Two year,1734.65,No
3566-HJGPK,Male,Yes,DSL,No,Month-to-month,45.55,No
3062-ICYZQ,Female,Yes,Fiber optic,No,Month-to-month,4539.35,No
9938-PRCVK,Female,Yes,No,No internet service,Two year,804.25,No
0973-KYVNF,Female,Yes,DSL,Yes,Two year,5011.15,No
5129-HHMZC,Female,Yes,DSL,Yes,Two year,3574.5,No
9637-CDTKZ,Male,Yes,Fiber optic,Yes,Two year,8086.4,No
3946-JEWRQ,Male,Yes,Fiber optic,Yes,One year,4563,No
7873-CVMAW,Male,Yes,DSL,Yes,Two year,6362.35,No
0463-WZZKO,Male,Yes,No,No internet service,Month-to-month,67.1,No
3494-JCHRQ,Male,Yes,Fiber optic,No,Month-to-month,70.05,Yes
6474-FVJLC,Male,Yes,Fiber optic,No,Month-to-month,165.45,Yes
4524-QCSSM,Male,No,DSL,No,Month-to-month,1156.55,No
5832-EXGTT,Male,Yes,DSL,No,Month-to-month,1834.15,No
8840-DQLGN,Female,Yes,Fiber optic,Yes,Month-to-month,3653.35,Yes
2039-JONDJ,Male,Yes,DSL,No,One year,1477.65,No
7217-JYHOQ,Male,Yes,DSL,No,Month-to-month,1706.45,No
6695-FRVEC,Male,Yes,DSL,No,Two year,3953.7,No
4547-LYTDD,Female,Yes,Fiber optic,No,Month-to-month,1194.3,Yes
9894-QMIMJ,Female,Yes,DSL,No,One year,1327.85,No
8069-YQQAJ,Male,No,DSL,No,Month-to-month,419.7,No
6770-XUAGN,Female,Yes,No,No internet service,Month-to-month,21,Yes
4193-ORFCL,Female,Yes,DSL,No,Month-to-month,45.1,Yes
1636-NTNCO,Male,No,DSL,Yes,Month-to-month,207.35,No
3466-WAESX,Male,Yes,DSL,No,Month-to-month,1083.7,No
9281-PKKZE,Female,No,DSL,Yes,Month-to-month,2007.85,No
3638-VBZTA,Male,Yes,DSL,Yes,Two year,5882.75,No
7459-IMVYU,Male,Yes,DSL,No,Month-to-month,2657.55,No
7776-QWNFX,Male,Yes,DSL,No,Month-to-month,1527.5,Yes
6689-TCZHQ,Female,Yes,Fiber optic,No,Month-to-month,378.4,Yes
8563-OYMQY,Male,Yes,Fiber optic,No,Month-to-month,1612.2,No
0754-EEBDC,Male,Yes,No,No internet service,Two year,76.65,No
5777-ZPQNC,Female,Yes,No,No internet service,One year,260.7,No
1951-IEYXM,Male,Yes,DSL,Yes,Two year,6441.85,No
3318-NMQXL,Male,Yes,Fiber optic,Yes,Month-to-month,266.8,No
3143-ILDAL,Male,Yes,Fiber optic,No,Month-to-month,5124.6,Yes
1022-RKXDR,Female,Yes,No,No internet service,One year,962.25,No
2361-FJWNo,Male,No,DSL,No,One year,1382.9,No
2272-UOINI,Female,Yes,DSL,Yes,Month-to-month,571.05,No
8232-UTFOZ,Male,Yes,No,No internet service,Two year,1399.35,No
3750-YHRYO,Male,Yes,No,No internet service,One year,150,No
6637-KYRCV,Female,No,DSL,No,Month-to-month,167.2,No
5668-MEISB,Female,Yes,Fiber optic,Yes,Two year,7657.4,No
0129-QMPDR,Male,Yes,No,No internet service,One year,865.05,No
7188-CBBBA,Female,Yes,Fiber optic,Yes,One year,6153.85,No
5356-CSVSQ,Female,Yes,DSL,Yes,Month-to-month,174.2,No
3221-CJMSG,Male,Yes,DSL,No,Month-to-month,1269.6,No
4720-VSTSI,Female,Yes,Fiber optic,No,Month-to-month,3862.55,Yes
3219-JQRSL,Female,Yes,DSL,Yes,Two year,6352.4,No
2801-NISEI,Male,Yes,DSL,No,Month-to-month,1348.5,No
3946-MHCZW,Male,Yes,DSL,No,Month-to-month,50.9,Yes
4623-ZKHLY,Male,Yes,No,No internet service,Month-to-month,471.55,No
6732-VAILE,Male,Yes,DSL,Yes,Two year,5931.75,No
8201-AAXCB,Male,Yes,DSL,Yes,Month-to-month,1404.65,No
7696-CFTAT,Male,Yes,No,No internet service,Two year,726.1,No
1845-CSBRZ,Female,Yes,Fiber optic,Yes,Month-to-month,1961.6,No
2123-VSCOT,Female,Yes,DSL,Yes,Two year,4194.85,No
6651-AZVTJ,Male,Yes,Fiber optic,Yes,Month-to-month,4872.45,Yes
4566-GOLUK,Male,Yes,Fiber optic,Yes,Month-to-month,5118.95,Yes
2484-DGXPZ,Female,Yes,No,No internet service,Month-to-month,658.95,Yes
2018-QKYGT,Male,Yes,Fiber optic,No,Month-to-month,81.05,No
2792-VPPET,Male,Yes,No,No internet service,Month-to-month,76.95,No
7409-JURKQ,Female,Yes,Fiber optic,Yes,One year,5809.75,No
3247-MHJKM,Male,Yes,No,No internet service,Month-to-month,20.2,No
1964-SVLEA,Male,Yes,No,No internet service,One year,415.9,No
4587-NUKOX,Female,Yes,Fiber optic,No,Month-to-month,246.5,Yes
7297-DVYGA,Female,Yes,No,No internet service,One year,996.95,No
2239-CGBUZ,Female,Yes,DSL,No,One year,3145.15,No
0854-UYHZD,Female,Yes,No,No internet service,Two year,265.3,No
7243-LCGGZ,Female,Yes,No,No internet service,Month-to-month,20.9,No
8267-KFGYD,Male,Yes,No,No internet service,Month-to-month,21.05,No
4890-VMUAV,Male,Yes,DSL,No,One year,4576.3,No
9261-WDCAF,Male,Yes,DSL,No,Month-to-month,189.1,No
3764-MNMOI,Male,Yes,No,No internet service,Two year,908.15,No
7442-YGZFK,Male,Yes,DSL,No,Month-to-month,49.8,No
0420-BWTPW,Male,No,DSL,No,Month-to-month,215.2,Yes
8229-BUJHX,Female,Yes,No,No internet service,Two year,1500.95,No
7449-HVPIV,Male,Yes,Fiber optic,Yes,Month-to-month,5099.15,No
5504-WSIUR,Female,Yes,Fiber optic,No,One year,6385.95,No
8183-ONMXC,Female,Yes,Fiber optic,No,Month-to-month,159.45,Yes
8466-PZBLH,Male,Yes,Fiber optic,Yes,Two year,6885.75,No
9614-RMGHA,Male,Yes,Fiber optic,Yes,Month-to-month,5940.85,Yes
8735-IJJEG,Male,Yes,DSL,No,Month-to-month,668.85,No
0564-MUUQK,Female,Yes,Fiber optic,No,Month-to-month,1916.2,No
5054-IEXZT,Male,Yes,Fiber optic,No,Month-to-month,75.35,Yes
5834-ASPWA,Male,Yes,Fiber optic,No,Month-to-month,75.45,Yes
0701-RFGFI,Female,Yes,Fiber optic,Yes,Month-to-month,4613.95,No
0019-EFAEP,Female,Yes,Fiber optic,Yes,Two year,7261.25,No
5619-PTMIK,Female,Yes,DSL,No,Month-to-month,2459.8,No
3737-XBQDD,Male,Yes,Fiber optic,No,Month-to-month,2048.8,No
5882-CMAZQ,Female,No,DSL,No,Month-to-month,163.55,No
5846-QFDFI,Female,Yes,Fiber optic,No,Month-to-month,2888.7,No
4445-KWOKW,Female,Yes,DSL,No,One year,2421.6,No
